,System 1,System 2,System 3,System 4,System 5,System 6,Reference 1,Reference 2,Reference 3,Reference 4,Reference 5,Reference 6,M1 STA,DM1 STA,M2 STA,DM2 STA,M3 STA,DM3 STA,M4 STA,DM4 STA,M5 STA,DM5 STA,M6 STA,DM6 STA,LQR Value function,LQR Integral value function,Control 1,Control 2,Control 3,Control 4,Control 5,Control 6
31,5.09,4.84,5.0,5.14,4.84,5.18,5.194470987844799,5.194470987844799,5.194470987844799,5.194470987844799,5.194470987844799,5.194470987844799,0.24133806132637947,0.08590084822385814,0.2189006176878859,0.0900599669369371,0.2622828036377463,0.18766798071011126,0.14114949460574622,0.2849029458254576,0.395716201266144,0.4889469050303656,0.2018750113414342,0.18470742627327913,2753.3060415032805,83503.6637816889,-20.84171466045495,-49.52825238560988,-41.72054787233308,-36.13554922051486,-91.50019917994456,-21.071057037512464
32,4.99,4.97,4.96,5.01,4.93,5.03,5.20072342970243,5.20072342970243,5.20072342970243,5.20072342970243,5.20072342970243,5.20072342970243,0.23145750933365333,0.03581494737563429,0.22610628204085156,0.13996990697000017,0.25508733423092067,0.13748031272940114,0.15721649753267608,0.33461804287963215,0.37899736404161033,0.4384579581253352,0.1929303241958704,0.13452271884700584,2670.846527280785,86174.51030896968,-27.459779317218782,-40.62055120105262,-41.484167181365294,-56.50636784706562,-76.38044632367394,-33.29793990841445
33,5.02,4.93,5.02,5.19,4.85,5.12,5.206973890500845,5.206973890500845,5.206973890500845,5.206973890500845,5.206973890500845,5.206973890500845,0.2189295172720678,-0.014220867571741347,0.2408121839609529,0.1898299370630302,0.24054791858484353,0.08734283241667175,0.13793607372607308,0.2842834248367525,0.374098761582685,0.3880195001672099,0.17455205114265135,0.08438819612815883,2871.145471493394,89045.65578046307,-19.479903652193588,-50.86040374805455,-30.07644789548155,-31.561508594549,-80.50396064004704,-18.555288105875107
34,5.01,5.0,5.02,5.11,4.85,5.05,5.21322230855052,5.21322230855052,5.21322230855052,5.21322230855052,5.21322230855052,5.21322230855052,0.21104867486963164,-0.0642066467041696,0.23250355096584852,0.13964010712596714,0.22812812891401718,0.03725548958425508,0.1294619936543813,0.23399914141191575,0.3713474437469927,0.3376314806670427,0.1688349052380963,0.03430380793203067,2943.7570964207457,91989.41287688381,-16.043106441502452,-38.36025216536456,-25.476841044731366,-35.874345517086596,-75.71686944221666,-21.815579522374854
35,5.16,4.83,5.08,5.01,4.93,5.16,5.219468622182091,5.219468622182091,5.219468622182091,5.219468622182091,5.219468622182091,5.219468622182091,0.1868355899144875,-0.11414244005746543,0.25743873907749376,0.18950046701884116,0.21040710790500303,-0.01278176590532918,0.14864378887029442,0.2837651422705038,0.3571837257311911,0.2872938491863756,0.14916676432178383,-0.01573049587590137,3063.8025593720276,95053.21543625584,5.206186046393417,-63.094772688820065,-14.230337530372003,-52.79466152794423,-62.08097401445254,-5.00120971863651
36,5.08,4.84,5.05,5.11,4.94,5.19,5.225712769746964,5.225712769746964,5.225712769746964,5.225712769746964,5.225712769746964,5.225712769746964,0.17334007252542716,-0.16402829761740798,0.2805655234776438,0.23931096655182232,0.198893033399929,-0.06276898413942386,0.1404446530056262,0.2334813771282333,0.34365904903357497,0.23700655533718928,0.12865053306353405,-0.06571476538002546,3156.4445216359427,98209.65995789178,0.7555235661062568,-67.7056720285752,-13.064703733690205,-37.045704994192285,-56.33269377777428,2.8255951140422604
37,5.06,4.89,5.05,5.14,4.95,5.15,5.231954689617923,5.231954689617923,5.231954689617923,5.231954689617923,5.231954689617923,5.231954689617923,0.16929320554311575,-0.21386426931979058,0.2975441699368691,0.2890716555852705,0.19025760697341593,-0.11270621515528444,0.12942676008458007,0.18324789575110506,0.33078123821876676,0.1867695487818521,0.11489920224572131,-0.11564905061464544,3245.146238776134,101454.80619666791,2.9839756341224812,-67.87399509794064,-8.579799127639745,-29.154049087943296,-50.63355149008092,2.839406794019869
38,5.02,4.97,5.04,5.14,4.94,5.08,5.23819432018974,5.23819432018974,5.23819432018974,5.23819432018974,5.23819432018974,5.23819432018974,0.18025342749419876,-0.1636504050504708,0.2898582636145706,0.2387825839296852,0.19428558118049766,-0.06259350894012915,0.1205261910316306,0.13306464785535393,0.321487044265394,0.13658277923307022,0.12611229989558562,-0.06553340156403079,3177.527740043031,104632.33393671094,-7.3357992723938334,-54.41026432374293,-15.543510311239643,-24.631133086675188,-47.19375788295965,-10.799487669176829
39,5.0,4.94,5.05,5.05,5.04,5.06,5.244431599879779,5.244431599879779,5.244431599879779,5.244431599879779,5.244431599879779,5.244431599879779,0.1936367167459994,-0.11348675464542031,0.29919943562991563,0.2885438013457555,0.19419038969375219,-0.012530915431189019,0.13804764087419907,0.18293158320749858,0.30200336514333515,0.08644619645383715,0.13982048711382478,-0.015467868162466758,3040.7030012193795,107673.03693793033,-15.409879826095374,-63.504375434556685,-20.271587137688588,-40.41972316915334,-31.581065714353205,-18.859602981226637
40,5.02,4.93,5.05,5.18,4.98,5.11,5.2506664671286085,5.2506664671286085,5.2506664671286085,5.2506664671286085,5.2506664671286085,5.2506664671286085,0.2038540819337065,-0.06337326789077488,0.3105766532997043,0.33825525754440977,0.19869933490613378,0.03748161548424217,0.1241641787151137,0.13274865162429106,0.2919444851805235,0.036359750257383305,0.1412711320804574,0.03454759970569571,3043.4736225304346,110716.51056046077,-19.03469793380995,-70.37656289478498,-26.098748427942212,-21.50512227461717,-33.73947224399786,-19.146940382999603
