,System 1,System 2,System 3,System 4,System 5,System 6,Reference 1,Reference 2,Reference 3,Reference 4,Reference 5,Reference 6,M1 STA,DM1 STA,M2 STA,DM2 STA,M3 STA,DM3 STA,M4 STA,DM4 STA,M5 STA,DM5 STA,M6 STA,DM6 STA,LQR Value function,LQR Integral value function,Control 1,Control 2,Control 3,Control 4,Control 5,Control 6
40,5.02,4.99,4.92,5.11,4.85,5.07,5.2506664671286085,5.2506664671286085,5.2506664671286085,5.2506664671286085,5.2506664671286085,5.2506664671286085,0.25888188939749657,-0.06656416404183621,0.22823680912447722,0.13513044325548135,0.37173034900340945,0.13527897952970142,0.14339180777614463,-0.26525042116190084,0.41595409078498047,0.33606597450981507,0.20047457134146102,-0.16674290857092186,3130.309642121666,103645.65713641932,-18.70848688621915,-42.807766577792904,-50.57780712814719,11.732273588060123,-79.01635320189644,-2.8486330046922053
41,5.01,5.03,4.93,5.09,4.87,5.03,5.2568988604006055,5.2568988604006055,5.2568988604006055,5.2568988604006055,5.2568988604006055,5.2568988604006055,0.2513893445226479,-0.11649759987779437,0.22716519786343742,0.08499531281222587,0.36000733985062455,0.08514370055017172,0.14979511767074333,-0.21498517074073897,0.4086714395283537,0.2857299085353053,0.2083599974036867,-0.11657616566235095,3138.7507768141286,106784.40791323344,-15.356108236255215,-33.88379111348139,-44.97256245359661,3.6463895971264106,-72.2678310620862,-13.131969984699731
42,5.13,4.92,4.97,5.0,4.92,5.11,5.263128718184565,5.263128718184565,5.263128718184565,5.263128718184565,5.263128718184565,5.263128718184565,0.22933955351085744,-0.16638110227791658,0.24822003593938793,0.13491031749941365,0.3449822287291732,0.035058556849621544,0.1676945045317047,-0.16477018556999823,0.39575927953689766,0.23544417862676997,0.19288507417000317,-0.1664595894966886,3211.533645614119,109995.94155884757,2.3803635152648925,-51.87754798444356,-36.06304727417397,-12.176441608782865,-62.22116676140982,0.17475392844608775
43,5.12,4.93,4.97,5.01,4.94,5.13,5.269355978994305,5.269355978994305,5.269355978994305,5.269355978994305,5.269355978994305,5.269355978994305,0.2104775824611347,-0.21621472117563867,0.2674341571930842,0.18477540718191426,0.33217165092768275,-0.014976501707228078,0.18404449581020405,-0.11460541538442824,0.382256659318653,0.18520873444814318,0.1771457798239147,-0.2162931299071919,3266.800707343371,113262.74226619094,5.711900719133518,-56.579575790756486,-31.596312467590863,-16.916482168557817,-55.515148199583166,6.827719228327842
44,5.0,5.04,4.95,4.97,5.05,5.01,5.275580581369276,5.275580581369276,5.275580581369276,5.275580581369276,5.275580581369276,5.275580581369276,0.22341413125889495,-0.165998506454463,0.25830593505168276,0.13459063177473235,0.32681859011732456,-0.06496152520552086,0.20363161274993097,-0.06449080996904381,0.3599770925247689,0.13502352571369503,0.1926484964041772,-0.1660768367772847,3176.6877325055607,116439.42999869649,-13.424876282665256,-39.92517562010218,-29.35271833403495,-27.186322731507556,-38.86082286752824,-12.309183626231569
45,4.99,5.01,4.97,4.98,5.07,5.01,5.281802463875166,5.281802463875166,5.281802463875166,5.281802463875166,5.281802463875166,5.281802463875166,0.23722142986206052,-0.11583250794800855,0.26636400914600944,0.1844560411429576,0.3184897380014293,-0.11489656368031534,0.22158240983565566,-0.01442631915907476,0.33787127606319034,0.08488850218798132,0.2076756684780544,-0.11591075994050741,3116.743322995323,119556.17332169181,-20.380647647536705,-49.06648747660952,-22.688819085373236,-31.91885071048489,-32.17821510781684,-18.158111159265818
46,5.01,5.07,4.99,5.03,4.93,5.01,5.288021565104504,5.288021565104504,5.288021565104504,5.288021565104504,5.288021565104504,5.288021565104504,0.24794530936523224,-0.06571667544006053,0.25475005642279336,0.13427158510181464,0.3084382612829344,-0.16478166711663503,0.2326699898775839,0.035588107160084315,0.34689939263501124,0.13480361368579336,0.22222256573527988,-0.0657948491805669,3060.8974428469555,122617.07076453876,-24.013295785540173,-37.95453811694207,-16.0300266552846,-32.22228021729338,-53.50452611519571,-24.004477196351445
47,5.01,5.09,4.99,5.1,4.95,5.03,5.294237823677275,5.294237823677275,5.294237823677275,5.294237823677275,5.294237823677275,5.294237823677275,0.258470553880478,-0.01565095876462047,0.24235306623363162,0.08413731351671282,0.3025933593646588,-0.2146168854495184,0.22103072680115862,-0.01444748094707577,0.34480510562022276,0.08466881007210757,0.23364096892808112,-0.015729054331386327,3147.111551739773,125764.18231627853,-29.858429688720893,-31.275071934488267,-11.588555833885431,-20.015284544078852,-46.82745114685854,-27.635374984070317
48,5.02,5.04,5.0,5.06,4.98,5.08,5.300451178241514,5.300451178241514,5.300451178241514,5.300451178241514,5.300451178241514,5.300451178241514,0.2669510921442907,0.03436469219414415,0.2510238397197834,0.13405317620319612,0.29736757499688626,-0.2644022685640689,0.22902665805441516,0.03556696653387131,0.3359435416771841,0.03458414126203546,0.22635922857567806,-0.06571332527705495,3136.7440060308527,128900.92632230939,-34.59604124119997,-42.64820292200687,-6.042128517967261,-30.287447113169353,-39.04711322888801,-17.645122455437274
49,5.01,5.06,5.0,5.11,4.99,5.08,5.306661567473921,5.306661567473921,5.306661567473921,5.306661567473921,5.306661567473921,5.306661567473921,0.27736982409792105,0.08433032750195,0.2481504976468141,0.08391912302699293,0.30021050603760513,-0.21413786629550485,0.21835912086634515,-0.01446860043266257,0.3276218666395015,-0.015450442879226575,0.22651900980418715,-0.0156476119517779,3147.7544839694965,132048.6808062789,-41.54907234561239,-35.96941995916032,-11.906322334038736,-20.291063903610418,-33.48388047790595,-23.49477383743368
50,5.04,5.01,5.08,4.97,5.06,4.98,5.3128689300804615,5.3128689300804615,5.3128689300804615,5.3128689300804615,5.3128689300804615,5.3128689300804615,0.2739104353924364,0.03424599717444805,0.26277672119837947,0.13383520390396594,0.28219876357952384,-0.26392372842920936,0.23916764425108597,0.0355458681677701,0.3107351503884341,-0.06543499243634734,0.24570281597182186,0.03436803566017388,3092.127588322444,135140.80839460134,-33.76516773392799,-47.35481389495569,1.400747051067044,-41.652340007383785,-21.274144782344436,-40.42509427197845
51,5.13,5.02,5.11,4.93,5.01,5.1,5.319073204796973,5.319073204796973,5.319073204796973,5.319073204796973,5.319073204796973,5.319073204796973,0.25650288610371685,-0.0157882488227264,0.27528327814313874,0.18370136870006198,0.2630522848008245,-0.31365980470078014,0.2625145189653209,0.08551032229960233,0.307324047298773,-0.115369557443911,0.23600964443640068,-0.0156663323754863,3206.2055038441054,138347.01389844544,-19.33015017398732,-52.09536115322862,9.171667770449718,-51.94156990904621,-22.36125678375977,-22.667199943926473
52,5.1,5.02,5.03,5.01,5.04,5.06,5.325274330389767,5.325274330389767,5.325274330389767,5.325274330389767,5.325274330389767,5.325274330389767,0.24548553885214527,-0.06577246057390368,0.2872357634854871,0.23351766733136192,0.2704229345632655,-0.2633461448960794,0.27688881007246596,0.13542481197730272,0.29695353942728586,-0.1652541878864671,0.2458811260574643,0.03434933395688919,3116.8799578460394,141463.89385629148,-18.19442473625172,-57.94623092950133,-5.569437098296318,-48.93013470972315,-14.582301618379756,-32.95935209252183
